"","Event","SampleDate","Type","Treatment","Rep","ZP_Dens_num_L","Phyto_grp","Final_chl_ugL","Initial_chl_ugL"
"598","Late August 2021",2021-08-24,"MICRO",1,"4",23,"Diatoms",1.1,0.18
"599","Late August 2021",2021-08-24,"MICRO",1,"4",23,"Green Algae",0,0
"600","Late August 2021",2021-08-24,"MICRO",1,"4",23,"Yellow Subst.",0.74,0.8
"601","Late August 2021",2021-08-24,"MESO",2,"1",45,"Bluegreen",10.38,10.21
"602","Late August 2021",2021-08-24,"MESO",2,"1",45,"Cryptophyta",1.54,2.47
"603","Late August 2021",2021-08-24,"MESO",2,"1",45,"Diatoms",0.7,0.13
"604","Late August 2021",2021-08-24,"MESO",2,"1",45,"Green Algae",0,0
"605","Late August 2021",2021-08-24,"MESO",2,"1",45,"Yellow Subst.",0.72,1
"606","Late August 2021",2021-08-24,"MESO",2,"2",45,"Bluegreen",8.95,9.61
"607","Late August 2021",2021-08-24,"MESO",2,"2",45,"Cryptophyta",1.83,1.84
"608","Late August 2021",2021-08-24,"MESO",2,"2",45,"Diatoms",0.2,0.25
"609","Late August 2021",2021-08-24,"MESO",2,"2",45,"Green Algae",0,0
"610","Late August 2021",2021-08-24,"MESO",2,"2",45,"Yellow Subst.",0.78,1.02
"611","Late August 2021",2021-08-24,"MESO",2,"3",45,"Bluegreen",8.35,9.62
"612","Late August 2021",2021-08-24,"MESO",2,"3",45,"Cryptophyta",1.47,2.13
"613","Late August 2021",2021-08-24,"MESO",2,"3",45,"Diatoms",0.48,0.09
"614","Late August 2021",2021-08-24,"MESO",2,"3",45,"Green Algae",0,0
"615","Late August 2021",2021-08-24,"MESO",2,"3",45,"Yellow Subst.",0.82,1.06
"616","Late August 2021",2021-08-24,"MESO",2,"4",45,"Bluegreen",9.41,9.23
"617","Late August 2021",2021-08-24,"MESO",2,"4",45,"Cryptophyta",1.93,2.24
"618","Late August 2021",2021-08-24,"MESO",2,"4",45,"Diatoms",0.26,0.02
"619","Late August 2021",2021-08-24,"MESO",2,"4",45,"Green Algae",0,0
"620","Late August 2021",2021-08-24,"MESO",2,"4",45,"Yellow Subst.",0.78,1.06
"621","Late August 2021",2021-08-24,"MESO",4,"1",75,"Bluegreen",NA,10.64
"622","Late August 2021",2021-08-24,"MESO",4,"1",75,"Cryptophyta",NA,2.14
"623","Late August 2021",2021-08-24,"MESO",4,"1",75,"Diatoms",NA,0
"624","Late August 2021",2021-08-24,"MESO",4,"1",75,"Green Algae",NA,0
"625","Late August 2021",2021-08-24,"MESO",4,"1",75,"Yellow Subst.",NA,1.21
"626","Late August 2021",2021-08-24,"MESO",4,"2",75,"Bluegreen",NA,10.48
"627","Late August 2021",2021-08-24,"MESO",4,"2",75,"Cryptophyta",NA,2.12
"628","Late August 2021",2021-08-24,"MESO",4,"2",75,"Diatoms",NA,0
"629","Late August 2021",2021-08-24,"MESO",4,"2",75,"Green Algae",NA,0
"630","Late August 2021",2021-08-24,"MESO",4,"2",75,"Yellow Subst.",NA,1.17
"631","Late August 2021",2021-08-24,"MESO",4,"3",75,"Bluegreen",8.59,11.13
"632","Late August 2021",2021-08-24,"MESO",4,"3",75,"Cryptophyta",1.44,2.12
"633","Late August 2021",2021-08-24,"MESO",4,"3",75,"Diatoms",0.21,0
"634","Late August 2021",2021-08-24,"MESO",4,"3",75,"Green Algae",0,0
"635","Late August 2021",2021-08-24,"MESO",4,"3",75,"Yellow Subst.",0.82,1.21
"636","Late August 2021",2021-08-24,"MESO",4,"4",75,"Bluegreen",NA,12.41
"637","Late August 2021",2021-08-24,"MESO",4,"4",75,"Cryptophyta",NA,2.24
"638","Late August 2021",2021-08-24,"MESO",4,"4",75,"Diatoms",NA,0
"639","Late August 2021",2021-08-24,"MESO",4,"4",75,"Green Algae",NA,0
"640","Late August 2021",2021-08-24,"MESO",4,"4",75,"Yellow Subst.",NA,1.25
"641","Late July 2021",2021-07-26,"MESO",0,"1",0,"Bluegreen",2.78,1.7
"642","Late July 2021",2021-07-26,"MESO",0,"1",0,"Cryptophyta",0.5,0.34
"643","Late July 2021",2021-07-26,"MESO",0,"1",0,"Diatoms",0.92,1.25
"644","Late July 2021",2021-07-26,"MESO",0,"1",0,"Green Algae",2.88,2.87
"645","Late July 2021",2021-07-26,"MESO",0,"1",0,"Yellow Subst.",0.3,0.45
"646","Late July 2021",2021-07-26,"MESO",0,"2",0,"Bluegreen",2.91,1.68
"647","Late July 2021",2021-07-26,"MESO",0,"2",0,"Cryptophyta",0.5,0.66
"648","Late July 2021",2021-07-26,"MESO",0,"2",0,"Diatoms",1.06,1.01
"649","Late July 2021",2021-07-26,"MESO",0,"2",0,"Green Algae",2.92,2.94
"650","Late July 2021",2021-07-26,"MESO",0,"2",0,"Yellow Subst.",0.3,0.5
"651","Late July 2021",2021-07-26,"MESO",0,"3",0,"Bluegreen",2.67,1.71
"652","Late July 2021",2021-07-26,"MESO",0,"3",0,"Cryptophyta",0.78,0.48
"653","Late July 2021",2021-07-26,"MESO",0,"3",0,"Diatoms",0.84,1.18
"654","Late July 2021",2021-07-26,"MESO",0,"3",0,"Green Algae",2.48,2.8
"655","Late July 2021",2021-07-26,"MESO",0,"3",0,"Yellow Subst.",0.37,0.48
"656","Late July 2021",2021-07-26,"MESO",0,"4",0,"Bluegreen",2.8,1.78
"657","Late July 2021",2021-07-26,"MESO",0,"4",0,"Cryptophyta",0.66,0.42
"658","Late July 2021",2021-07-26,"MESO",0,"4",0,"Diatoms",1.02,1.27
"659","Late July 2021",2021-07-26,"MESO",0,"4",0,"Green Algae",2.56,2.79
"660","Late July 2021",2021-07-26,"MESO",0,"4",0,"Yellow Subst.",0.31,0.5
"661","Late July 2021",2021-07-26,"MICRO",0.25,"1",NA,"Bluegreen",0.89,0.48
"662","Late July 2021",2021-07-26,"MICRO",0.25,"1",NA,"Cryptophyta",0.16,0.04
"663","Late July 2021",2021-07-26,"MICRO",0.25,"1",NA,"Diatoms",0.4,0.51
"664","Late July 2021",2021-07-26,"MICRO",0.25,"1",NA,"Green Algae",0.62,0.19
"665","Late July 2021",2021-07-26,"MICRO",0.25,"1",NA,"Yellow Subst.",0.17,0.2
"666","Late July 2021",2021-07-26,"MICRO",0.25,"2",NA,"Bluegreen",0.88,0.48
"667","Late July 2021",2021-07-26,"MICRO",0.25,"2",NA,"Cryptophyta",0.1,0.1
"668","Late July 2021",2021-07-26,"MICRO",0.25,"2",NA,"Diatoms",0.44,0.46
"669","Late July 2021",2021-07-26,"MICRO",0.25,"2",NA,"Green Algae",0.6,0.22
"670","Late July 2021",2021-07-26,"MICRO",0.25,"2",NA,"Yellow Subst.",0.16,0.2
"671","Late July 2021",2021-07-26,"MICRO",0.25,"3",NA,"Bluegreen",0.92,0.46
"672","Late July 2021",2021-07-26,"MICRO",0.25,"3",NA,"Cryptophyta",0.22,0.06
"673","Late July 2021",2021-07-26,"MICRO",0.25,"3",NA,"Diatoms",0.32,0.52
"674","Late July 2021",2021-07-26,"MICRO",0.25,"3",NA,"Green Algae",0.69,0.23
"675","Late July 2021",2021-07-26,"MICRO",0.25,"3",NA,"Yellow Subst.",0.17,0.2
"676","Late July 2021",2021-07-26,"MICRO",0.25,"4",NA,"Bluegreen",0.94,0.49
"677","Late July 2021",2021-07-26,"MICRO",0.25,"4",NA,"Cryptophyta",0.16,0.22
"678","Late July 2021",2021-07-26,"MICRO",0.25,"4",NA,"Diatoms",0.4,0.44
"679","Late July 2021",2021-07-26,"MICRO",0.25,"4",NA,"Green Algae",0.66,0.21
"680","Late July 2021",2021-07-26,"MICRO",0.25,"4",NA,"Yellow Subst.",0.16,0.25
"681","Late July 2021",2021-07-26,"MICRO",0.5,"1",NA,"Bluegreen",1.66,0.84
"682","Late July 2021",2021-07-26,"MICRO",0.5,"1",NA,"Cryptophyta",0.36,0.23
"683","Late July 2021",2021-07-26,"MICRO",0.5,"1",NA,"Diatoms",0.46,0.69
"684","Late July 2021",2021-07-26,"MICRO",0.5,"1",NA,"Green Algae",1.92,1.11
"685","Late July 2021",2021-07-26,"MICRO",0.5,"1",NA,"Yellow Subst.",0.2,0.23
"686","Late July 2021",2021-07-26,"MICRO",0.5,"2",NA,"Bluegreen",1.75,0.84
"687","Late July 2021",2021-07-26,"MICRO",0.5,"2",NA,"Cryptophyta",0.36,0.29
"688","Late July 2021",2021-07-26,"MICRO",0.5,"2",NA,"Diatoms",0.5,0.64
"689","Late July 2021",2021-07-26,"MICRO",0.5,"2",NA,"Green Algae",2.06,1.05
"690","Late July 2021",2021-07-26,"MICRO",0.5,"2",NA,"Yellow Subst.",0.21,0.24
"691","Late July 2021",2021-07-26,"MICRO",0.5,"3",NA,"Bluegreen",1.71,0.9
"692","Late July 2021",2021-07-26,"MICRO",0.5,"3",NA,"Cryptophyta",0.29,0.41
"693","Late July 2021",2021-07-26,"MICRO",0.5,"3",NA,"Diatoms",0.55,0.58
"694","Late July 2021",2021-07-26,"MICRO",0.5,"3",NA,"Green Algae",2.17,1.07
"695","Late July 2021",2021-07-26,"MICRO",0.5,"3",NA,"Yellow Subst.",0.17,0.26
"696","Late July 2021",2021-07-26,"MICRO",0.5,"4",NA,"Bluegreen",1.73,0.84
"697","Late July 2021",2021-07-26,"MICRO",0.5,"4",NA,"Cryptophyta",0.41,0.43
"698","Late July 2021",2021-07-26,"MICRO",0.5,"4",NA,"Diatoms",0.45,0.48
"699","Late July 2021",2021-07-26,"MICRO",0.5,"4",NA,"Green Algae",2.08,1.12
"700","Late July 2021",2021-07-26,"MICRO",0.5,"4",NA,"Yellow Subst.",0.2,0.28
"701","Late July 2021",2021-07-26,"MICRO",0.75,"1",NA,"Bluegreen",2.77,1.33
"702","Late July 2021",2021-07-26,"MICRO",0.75,"1",NA,"Cryptophyta",0.6,0.53
"703","Late July 2021",2021-07-26,"MICRO",0.75,"1",NA,"Diatoms",0.65,0.81
"704","Late July 2021",2021-07-26,"MICRO",0.75,"1",NA,"Green Algae",3.65,2
"705","Late July 2021",2021-07-26,"MICRO",0.75,"1",NA,"Yellow Subst.",0.23,0.32
"706","Late July 2021",2021-07-26,"MICRO",0.75,"2",NA,"Bluegreen",2.88,1.31
"707","Late July 2021",2021-07-26,"MICRO",0.75,"2",NA,"Cryptophyta",0.28,0.55
"708","Late July 2021",2021-07-26,"MICRO",0.75,"2",NA,"Diatoms",0.92,0.72
"709","Late July 2021",2021-07-26,"MICRO",0.75,"2",NA,"Green Algae",3.39,1.96
"710","Late July 2021",2021-07-26,"MICRO",0.75,"2",NA,"Yellow Subst.",0.2,0.31
"711","Late July 2021",2021-07-26,"MICRO",0.75,"3",NA,"Bluegreen",2.66,1.36
"712","Late July 2021",2021-07-26,"MICRO",0.75,"3",NA,"Cryptophyta",0.62,0.38
"713","Late July 2021",2021-07-26,"MICRO",0.75,"3",NA,"Diatoms",0.56,0.9
"714","Late July 2021",2021-07-26,"MICRO",0.75,"3",NA,"Green Algae",3.66,1.83
"715","Late July 2021",2021-07-26,"MICRO",0.75,"3",NA,"Yellow Subst.",0.22,0.31
"716","Late July 2021",2021-07-26,"MICRO",0.75,"4",NA,"Bluegreen",2.88,1.38
"717","Late July 2021",2021-07-26,"MICRO",0.75,"4",NA,"Cryptophyta",0.58,0.6
"718","Late July 2021",2021-07-26,"MICRO",0.75,"4",NA,"Diatoms",0.66,0.76
"719","Late July 2021",2021-07-26,"MICRO",0.75,"4",NA,"Green Algae",3.77,1.93
"720","Late July 2021",2021-07-26,"MICRO",0.75,"4",NA,"Yellow Subst.",0.24,0.39
"721","Late July 2021",2021-07-26,"MESO",1,"1",20,"Bluegreen",2.97,1.62
"722","Late July 2021",2021-07-26,"MESO",1,"1",20,"Cryptophyta",0.57,0.62
"723","Late July 2021",2021-07-26,"MESO",1,"1",20,"Diatoms",1,1.15
"724","Late July 2021",2021-07-26,"MESO",1,"1",20,"Green Algae",2.76,2.62
"725","Late July 2021",2021-07-26,"MESO",1,"1",20,"Yellow Subst.",0.31,0.48
"726","Late July 2021",2021-07-26,"MICRO",1,"1",20,"Bluegreen",3.63,1.84
"727","Late July 2021",2021-07-26,"MICRO",1,"1",20,"Cryptophyta",0.44,0.53
"728","Late July 2021",2021-07-26,"MICRO",1,"1",20,"Diatoms",0.99,1.1
"729","Late July 2021",2021-07-26,"MICRO",1,"1",20,"Green Algae",5.16,2.95
"730","Late July 2021",2021-07-26,"MICRO",1,"1",20,"Yellow Subst.",0.22,0.3
"731","Late July 2021",2021-07-26,"MESO",1,"2",20,"Bluegreen",2.85,1.82
"732","Late July 2021",2021-07-26,"MESO",1,"2",20,"Cryptophyta",0.5,1.16
"733","Late July 2021",2021-07-26,"MESO",1,"2",20,"Diatoms",1.23,0.8
"734","Late July 2021",2021-07-26,"MESO",1,"2",20,"Green Algae",2.41,3.03
"735","Late July 2021",2021-07-26,"MESO",1,"2",20,"Yellow Subst.",0.32,0.57
"736","Late July 2021",2021-07-26,"MICRO",1,"2",20,"Bluegreen",3.89,1.7
"737","Late July 2021",2021-07-26,"MICRO",1,"2",20,"Cryptophyta",0.38,0.82
"738","Late July 2021",2021-07-26,"MICRO",1,"2",20,"Diatoms",1.03,0.94
"739","Late July 2021",2021-07-26,"MICRO",1,"2",20,"Green Algae",5.52,3.03
"740","Late July 2021",2021-07-26,"MICRO",1,"2",20,"Yellow Subst.",0.18,0.36
"741","Late July 2021",2021-07-26,"MESO",1,"3",20,"Bluegreen",2.79,1.72
"742","Late July 2021",2021-07-26,"MESO",1,"3",20,"Cryptophyta",0.65,0.62
"743","Late July 2021",2021-07-26,"MESO",1,"3",20,"Diatoms",1.23,1.06
"744","Late July 2021",2021-07-26,"MESO",1,"3",20,"Green Algae",2.37,2.67
"745","Late July 2021",2021-07-26,"MESO",1,"3",20,"Yellow Subst.",0.33,0.46
"746","Late July 2021",2021-07-26,"MICRO",1,"3",20,"Bluegreen",3.78,1.75
"747","Late July 2021",2021-07-26,"MICRO",1,"3",20,"Cryptophyta",0.65,0.62
"748","Late July 2021",2021-07-26,"MICRO",1,"3",20,"Diatoms",0.86,1.04
"749","Late July 2021",2021-07-26,"MICRO",1,"3",20,"Green Algae",5.57,3
"750","Late July 2021",2021-07-26,"MICRO",1,"3",20,"Yellow Subst.",0.22,0.34
"751","Late July 2021",2021-07-26,"MESO",1,"4",20,"Bluegreen",3.23,1.94
"752","Late July 2021",2021-07-26,"MESO",1,"4",20,"Cryptophyta",1.04,0.5
"753","Late July 2021",2021-07-26,"MESO",1,"4",20,"Diatoms",0.73,1.31
"754","Late July 2021",2021-07-26,"MESO",1,"4",20,"Green Algae",3.18,2.71
"755","Late July 2021",2021-07-26,"MESO",1,"4",20,"Yellow Subst.",0.38,0.48
"756","Late July 2021",2021-07-26,"MICRO",1,"4",20,"Bluegreen",3.66,1.69
"757","Late July 2021",2021-07-26,"MICRO",1,"4",20,"Cryptophyta",0.5,0.64
"758","Late July 2021",2021-07-26,"MICRO",1,"4",20,"Diatoms",1.01,0.96
"759","Late July 2021",2021-07-26,"MICRO",1,"4",20,"Green Algae",5.61,2.9
"760","Late July 2021",2021-07-26,"MICRO",1,"4",20,"Yellow Subst.",0.22,0.36
"761","Late July 2021",2021-07-26,"MESO",2,"1",35,"Bluegreen",2.75,1.7
"762","Late July 2021",2021-07-26,"MESO",2,"1",35,"Cryptophyta",0.4,0.38
"763","Late July 2021",2021-07-26,"MESO",2,"1",35,"Diatoms",1.5,1.25
"764","Late July 2021",2021-07-26,"MESO",2,"1",35,"Green Algae",2.8,2.5
"765","Late July 2021",2021-07-26,"MESO",2,"1",35,"Yellow Subst.",0.32,0.42
"766","Late July 2021",2021-07-26,"MESO",2,"2",35,"Bluegreen",3.11,1.69
"767","Late July 2021",2021-07-26,"MESO",2,"2",35,"Cryptophyta",0.41,0.42
"768","Late July 2021",2021-07-26,"MESO",2,"2",35,"Diatoms",1.36,1.3
"769","Late July 2021",2021-07-26,"MESO",2,"2",35,"Green Algae",3.16,2.64
"770","Late July 2021",2021-07-26,"MESO",2,"2",35,"Yellow Subst.",0.29,0.43
"771","Late July 2021",2021-07-26,"MESO",2,"3",35,"Bluegreen",2.65,1.65
"772","Late July 2021",2021-07-26,"MESO",2,"3",35,"Cryptophyta",0.54,0.41
"773","Late July 2021",2021-07-26,"MESO",2,"3",35,"Diatoms",1.3,1.31
"774","Late July 2021",2021-07-26,"MESO",2,"3",35,"Green Algae",2.54,2.51
"775","Late July 2021",2021-07-26,"MESO",2,"3",35,"Yellow Subst.",0.3,0.44
"776","Late July 2021",2021-07-26,"MESO",2,"4",35,"Bluegreen",2.69,1.79
"777","Late July 2021",2021-07-26,"MESO",2,"4",35,"Cryptophyta",0.6,0.62
"778","Late July 2021",2021-07-26,"MESO",2,"4",35,"Diatoms",1.54,1.21
"779","Late July 2021",2021-07-26,"MESO",2,"4",35,"Green Algae",2.38,2.54
"780","Late July 2021",2021-07-26,"MESO",2,"4",35,"Yellow Subst.",0.35,0.48
"781","Late July 2021",2021-07-26,"MESO",4,"1",50,"Bluegreen",2.81,1.77
"782","Late July 2021",2021-07-26,"MESO",4,"1",50,"Cryptophyta",0.5,0.57
"783","Late July 2021",2021-07-26,"MESO",4,"1",50,"Diatoms",1.38,1.29
"784","Late July 2021",2021-07-26,"MESO",4,"1",50,"Green Algae",2.65,2.32
"785","Late July 2021",2021-07-26,"MESO",4,"1",50,"Yellow Subst.",0.32,0.45
"786","Late July 2021",2021-07-26,"MESO",4,"2",50,"Bluegreen",2.67,1.61
"787","Late July 2021",2021-07-26,"MESO",4,"2",50,"Cryptophyta",0.57,0.61
"788","Late July 2021",2021-07-26,"MESO",4,"2",50,"Diatoms",1.52,1.26
"789","Late July 2021",2021-07-26,"MESO",4,"2",50,"Green Algae",2.4,2.44
"790","Late July 2021",2021-07-26,"MESO",4,"2",50,"Yellow Subst.",0.33,0.44
"791","Late July 2021",2021-07-26,"MESO",4,"3",50,"Bluegreen",2.97,1.96
"792","Late July 2021",2021-07-26,"MESO",4,"3",50,"Cryptophyta",0.66,0.65
"793","Late July 2021",2021-07-26,"MESO",4,"3",50,"Diatoms",1.39,1.23
"794","Late July 2021",2021-07-26,"MESO",4,"3",50,"Green Algae",2.19,2.62
"795","Late July 2021",2021-07-26,"MESO",4,"3",50,"Yellow Subst.",0.36,0.45
"796","Late July 2021",2021-07-26,"MESO",4,"4",50,"Bluegreen",3.17,2.12
"797","Late July 2021",2021-07-26,"MESO",4,"4",50,"Cryptophyta",0.66,0.38
"798","Late July 2021",2021-07-26,"MESO",4,"4",50,"Diatoms",1.41,1.57
"799","Late July 2021",2021-07-26,"MESO",4,"4",50,"Green Algae",3.16,2.49
"800","Late July 2021",2021-07-26,"MESO",4,"4",50,"Yellow Subst.",0.34,0.47
"801","Late June 2021",2021-06-29,"MESO",0,"1",0,"Bluegreen",0.121,0.055
"802","Late June 2021",2021-06-29,"MESO",0,"1",0,"Cryptophyta",0.0055,0.0425
"803","Late June 2021",2021-06-29,"MESO",0,"1",0,"Diatoms",8.568,4.538
"804","Late June 2021",2021-06-29,"MESO",0,"1",0,"Green Algae",7.667,4.3485
"805","Late June 2021",2021-06-29,"MESO",0,"1",0,"Yellow Subst.",0.212,0.2
"806","Late June 2021",2021-06-29,"MESO",0,"2",0,"Bluegreen",0.1865,0.053
"807","Late June 2021",2021-06-29,"MESO",0,"2",0,"Cryptophyta",0,0.0145
"808","Late June 2021",2021-06-29,"MESO",0,"2",0,"Diatoms",8.5425,4.6005
"809","Late June 2021",2021-06-29,"MESO",0,"2",0,"Green Algae",7.6555,4.3575
"810","Late June 2021",2021-06-29,"MESO",0,"2",0,"Yellow Subst.",0.2105,0.214
"811","Late June 2021",2021-06-29,"MESO",0,"3",0,"Bluegreen",0.196,0.0535
"812","Late June 2021",2021-06-29,"MESO",0,"3",0,"Cryptophyta",0.04,0.036
"813","Late June 2021",2021-06-29,"MESO",0,"3",0,"Diatoms",8.2445,4.5915
"814","Late June 2021",2021-06-29,"MESO",0,"3",0,"Green Algae",6.7945,4.491
"815","Late June 2021",2021-06-29,"MESO",0,"3",0,"Yellow Subst.",0.224,0.1835
"816","Late June 2021",2021-06-29,"MESO",0,"4",0,"Bluegreen",0.3285,0.0065
"817","Late June 2021",2021-06-29,"MESO",0,"4",0,"Cryptophyta",0.008,0.328
"818","Late June 2021",2021-06-29,"MESO",0,"4",0,"Diatoms",8.1125,4.4505
"819","Late June 2021",2021-06-29,"MESO",0,"4",0,"Green Algae",6.445,4.763
"820","Late June 2021",2021-06-29,"MESO",0,"4",0,"Yellow Subst.",0.2685,0.2645
"821","Late June 2021",2021-06-29,"MICRO",0.25,"1",NA,"Bluegreen",0.1835,0.0065
"822","Late June 2021",2021-06-29,"MICRO",0.25,"1",NA,"Cryptophyta",0.0225,0
"823","Late June 2021",2021-06-29,"MICRO",0.25,"1",NA,"Diatoms",2.821,1.811
"824","Late June 2021",2021-06-29,"MICRO",0.25,"1",NA,"Green Algae",1.8475,0.902
"825","Late June 2021",2021-06-29,"MICRO",0.25,"1",NA,"Yellow Subst.",0.198,0.146
"826","Late June 2021",2021-06-29,"MICRO",0.25,"2",NA,"Bluegreen",0.177,0.0205
"827","Late June 2021",2021-06-29,"MICRO",0.25,"2",NA,"Cryptophyta",0.074,0.006
"828","Late June 2021",2021-06-29,"MICRO",0.25,"2",NA,"Diatoms",2.8855,1.8575
"829","Late June 2021",2021-06-29,"MICRO",0.25,"2",NA,"Green Algae",2.1635,1.003
"830","Late June 2021",2021-06-29,"MICRO",0.25,"2",NA,"Yellow Subst.",0.1775,0.154
"831","Late June 2021",2021-06-29,"MICRO",0.25,"3",NA,"Bluegreen",0.156,0.001
"832","Late June 2021",2021-06-29,"MICRO",0.25,"3",NA,"Cryptophyta",0.004,0
"833","Late June 2021",2021-06-29,"MICRO",0.25,"3",NA,"Diatoms",2.876,1.831
"834","Late June 2021",2021-06-29,"MICRO",0.25,"3",NA,"Green Algae",2.1285,0.8845
"835","Late June 2021",2021-06-29,"MICRO",0.25,"3",NA,"Yellow Subst.",0.1705,0.153
"836","Late June 2021",2021-06-29,"MICRO",0.25,"4",NA,"Bluegreen",0.156,0.018
"837","Late June 2021",2021-06-29,"MICRO",0.25,"4",NA,"Cryptophyta",0.0195,0.0045
"838","Late June 2021",2021-06-29,"MICRO",0.25,"4",NA,"Diatoms",2.9065,1.9945
"839","Late June 2021",2021-06-29,"MICRO",0.25,"4",NA,"Green Algae",2.0875,0.9565
"840","Late June 2021",2021-06-29,"MICRO",0.25,"4",NA,"Yellow Subst.",0.1455,0.1535
"841","Late June 2021",2021-06-29,"MICRO",0.5,"1",NA,"Bluegreen",0.355,0.005
"842","Late June 2021",2021-06-29,"MICRO",0.5,"1",NA,"Cryptophyta",0.063,0
"843","Late June 2021",2021-06-29,"MICRO",0.5,"1",NA,"Diatoms",5.838,3.5075
"844","Late June 2021",2021-06-29,"MICRO",0.5,"1",NA,"Green Algae",4.7325,2.357
"845","Late June 2021",2021-06-29,"MICRO",0.5,"1",NA,"Yellow Subst.",0.217,0.1585
"846","Late June 2021",2021-06-29,"MICRO",0.5,"2",NA,"Bluegreen",0.3605,0.005
"847","Late June 2021",2021-06-29,"MICRO",0.5,"2",NA,"Cryptophyta",0.069,0
"848","Late June 2021",2021-06-29,"MICRO",0.5,"2",NA,"Diatoms",5.774,3.541
"849","Late June 2021",2021-06-29,"MICRO",0.5,"2",NA,"Green Algae",4.8965,2.279
"850","Late June 2021",2021-06-29,"MICRO",0.5,"2",NA,"Yellow Subst.",0.1535,0.159
"851","Late June 2021",2021-06-29,"MICRO",0.5,"3",NA,"Bluegreen",0.2775,0.0025
"852","Late June 2021",2021-06-29,"MICRO",0.5,"3",NA,"Cryptophyta",0.0725,0
"853","Late June 2021",2021-06-29,"MICRO",0.5,"3",NA,"Diatoms",6.0095,3.437
"854","Late June 2021",2021-06-29,"MICRO",0.5,"3",NA,"Green Algae",4.646,2.375
"855","Late June 2021",2021-06-29,"MICRO",0.5,"3",NA,"Yellow Subst.",0.178,0.141
"856","Late June 2021",2021-06-29,"MICRO",0.5,"4",NA,"Bluegreen",0.219,0.004
"857","Late June 2021",2021-06-29,"MICRO",0.5,"4",NA,"Cryptophyta",0.0735,0
"858","Late June 2021",2021-06-29,"MICRO",0.5,"4",NA,"Diatoms",6.04,3.547
"859","Late June 2021",2021-06-29,"MICRO",0.5,"4",NA,"Green Algae",5.023,2.339
"860","Late June 2021",2021-06-29,"MICRO",0.5,"4",NA,"Yellow Subst.",0.132,0.143
"861","Late June 2021",2021-06-29,"MICRO",0.75,"1",NA,"Bluegreen",0.3705,0.0145
"862","Late June 2021",2021-06-29,"MICRO",0.75,"1",NA,"Cryptophyta",0.014,0.0015
"863","Late June 2021",2021-06-29,"MICRO",0.75,"1",NA,"Diatoms",8.109,5.21
"864","Late June 2021",2021-06-29,"MICRO",0.75,"1",NA,"Green Algae",7.2205,3.9235
"865","Late June 2021",2021-06-29,"MICRO",0.75,"1",NA,"Yellow Subst.",0.127,0.147
"866","Late June 2021",2021-06-29,"MICRO",0.75,"2",NA,"Bluegreen",0.3905,0
"867","Late June 2021",2021-06-29,"MICRO",0.75,"2",NA,"Cryptophyta",0.03,0
"868","Late June 2021",2021-06-29,"MICRO",0.75,"2",NA,"Diatoms",8.8695,5.2975
"869","Late June 2021",2021-06-29,"MICRO",0.75,"2",NA,"Green Algae",7.131,3.9595
"870","Late June 2021",2021-06-29,"MICRO",0.75,"2",NA,"Yellow Subst.",0.1735,0.1425
"871","Late June 2021",2021-06-29,"MICRO",0.75,"3",NA,"Bluegreen",0.339,0
"872","Late June 2021",2021-06-29,"MICRO",0.75,"3",NA,"Cryptophyta",0.009,0
"873","Late June 2021",2021-06-29,"MICRO",0.75,"3",NA,"Diatoms",8.6795,4.777
"874","Late June 2021",2021-06-29,"MICRO",0.75,"3",NA,"Green Algae",7.0905,3.836
"875","Late June 2021",2021-06-29,"MICRO",0.75,"3",NA,"Yellow Subst.",0.147,0.111
"876","Late June 2021",2021-06-29,"MICRO",0.75,"4",NA,"Bluegreen",0.2895,0.0025
"877","Late June 2021",2021-06-29,"MICRO",0.75,"4",NA,"Cryptophyta",NA,0
"878","Late June 2021",2021-06-29,"MICRO",0.75,"4",NA,"Diatoms",8.7545,5.189
"879","Late June 2021",2021-06-29,"MICRO",0.75,"4",NA,"Green Algae",6.8205,3.958
"880","Late June 2021",2021-06-29,"MICRO",0.75,"4",NA,"Yellow Subst.",0.1635,0.14
"881","Late June 2021",2021-06-29,"MESO",1,"1",1,"Bluegreen",0.191,0.0115
"882","Late June 2021",2021-06-29,"MESO",1,"1",1,"Cryptophyta",0,0
"883","Late June 2021",2021-06-29,"MESO",1,"1",1,"Diatoms",8.058,4.556
"884","Late June 2021",2021-06-29,"MESO",1,"1",1,"Green Algae",6.551,4.236
"885","Late June 2021",2021-06-29,"MESO",1,"1",1,"Yellow Subst.",0.2115,0.203
"886","Late June 2021",2021-06-29,"MICRO",1,"1",1,"Bluegreen",0.5335,0.004
"887","Late June 2021",2021-06-29,"MICRO",1,"1",1,"Cryptophyta",0.035,0
"888","Late June 2021",2021-06-29,"MICRO",1,"1",1,"Diatoms",11.3315,6.611
"889","Late June 2021",2021-06-29,"MICRO",1,"1",1,"Green Algae",9.4015,5.046
"890","Late June 2021",2021-06-29,"MICRO",1,"1",1,"Yellow Subst.",0.094,0.1545
"891","Late June 2021",2021-06-29,"MESO",1,"2",1,"Bluegreen",0.2,0.0665
"892","Late June 2021",2021-06-29,"MESO",1,"2",1,"Cryptophyta",0.031,0.004
"893","Late June 2021",2021-06-29,"MESO",1,"2",1,"Diatoms",8.2845,4.7235
"894","Late June 2021",2021-06-29,"MESO",1,"2",1,"Green Algae",6.51,4.3195
