,Sample_ID,SampleDate,Genus_type,Measured_number,Length_um,Width1_um,Width2_um,Diameter_col_um,Diameter_cell_um,Size_cat
1655,20210910-36-873,9/10/2021,Actinastrum,N15,NA,NA,NA,NA,NA,
1656,20210910-36-873,9/10/2021,Actinastrum,N16,NA,NA,NA,NA,NA,
1657,20210910-36-873,9/10/2021,Actinastrum,N17,NA,NA,NA,NA,NA,
1658,20210910-36-873,9/10/2021,Actinastrum,N18,NA,NA,NA,NA,NA,
1659,20210910-36-873,9/10/2021,Actinastrum,N19,NA,NA,NA,NA,NA,
1660,20210910-36-873,9/10/2021,Actinastrum,N20,NA,NA,NA,NA,NA,
1661,20210910-36-873,9/10/2021,Ankistrodesmus,N1,NA,NA,NA,NA,NA,
1662,20210910-36-873,9/10/2021,Ankistrodesmus,N2,NA,NA,NA,NA,NA,
1663,20210910-36-873,9/10/2021,Ankistrodesmus,N3,NA,NA,NA,NA,NA,
1664,20210910-36-873,9/10/2021,Ankistrodesmus,N4,NA,NA,NA,NA,NA,
1665,20210910-36-873,9/10/2021,Ankistrodesmus,N5,NA,NA,NA,NA,NA,
1666,20210910-36-873,9/10/2021,Ankistrodesmus,N6,NA,NA,NA,NA,NA,
1667,20210910-36-873,9/10/2021,Ankistrodesmus,N7,NA,NA,NA,NA,NA,
1668,20210910-36-873,9/10/2021,Ankistrodesmus,N8,NA,NA,NA,NA,NA,
1669,20210910-36-873,9/10/2021,Ankistrodesmus,N9,NA,NA,NA,NA,NA,
1670,20210910-36-873,9/10/2021,Ankistrodesmus,N10,NA,NA,NA,NA,NA,
1671,20210910-36-873,9/10/2021,Ankistrodesmus,N11,NA,NA,NA,NA,NA,
1672,20210910-36-873,9/10/2021,Ankistrodesmus,N12,NA,NA,NA,NA,NA,
1673,20210910-36-873,9/10/2021,Ankistrodesmus,N13,NA,NA,NA,NA,NA,
1674,20210910-36-873,9/10/2021,Ankistrodesmus,N14,NA,NA,NA,NA,NA,
1675,20210910-36-873,9/10/2021,Ankistrodesmus,N15,NA,NA,NA,NA,NA,
1676,20210910-36-873,9/10/2021,Ankistrodesmus,N16,NA,NA,NA,NA,NA,
1677,20210910-36-873,9/10/2021,Ankistrodesmus,N17,NA,NA,NA,NA,NA,
1678,20210910-36-873,9/10/2021,Ankistrodesmus,N18,NA,NA,NA,NA,NA,
1679,20210910-36-873,9/10/2021,Ankistrodesmus,N19,NA,NA,NA,NA,NA,
1680,20210910-36-873,9/10/2021,Ankistrodesmus,N20,NA,NA,NA,NA,NA,
1681,20210910-36-873,9/10/2021,Carteria,N1,NA,NA,NA,NA,NA,
1682,20210910-36-873,9/10/2021,Carteria,N2,NA,NA,NA,NA,NA,
1683,20210910-36-873,9/10/2021,Carteria,N3,NA,NA,NA,NA,NA,
1684,20210910-36-873,9/10/2021,Carteria,N4,NA,NA,NA,NA,NA,
1685,20210910-36-873,9/10/2021,Carteria,N5,NA,NA,NA,NA,NA,
1686,20210910-36-873,9/10/2021,Carteria,N6,NA,NA,NA,NA,NA,
1687,20210910-36-873,9/10/2021,Carteria,N7,NA,NA,NA,NA,NA,
1688,20210910-36-873,9/10/2021,Carteria,N8,NA,NA,NA,NA,NA,
1689,20210910-36-873,9/10/2021,Carteria,N9,NA,NA,NA,NA,NA,
1690,20210910-36-873,9/10/2021,Carteria,N10,NA,NA,NA,NA,NA,
1691,20210910-36-873,9/10/2021,Carteria,N11,NA,NA,NA,NA,NA,
1692,20210910-36-873,9/10/2021,Carteria,N12,NA,NA,NA,NA,NA,
1693,20210910-36-873,9/10/2021,Carteria,N13,NA,NA,NA,NA,NA,
1694,20210910-36-873,9/10/2021,Carteria,N14,NA,NA,NA,NA,NA,
1695,20210910-36-873,9/10/2021,Carteria,N15,NA,NA,NA,NA,NA,
1696,20210910-36-873,9/10/2021,Carteria,N16,NA,NA,NA,NA,NA,
1697,20210910-36-873,9/10/2021,Carteria,N17,NA,NA,NA,NA,NA,
1698,20210910-36-873,9/10/2021,Carteria,N18,NA,NA,NA,NA,NA,
1699,20210910-36-873,9/10/2021,Carteria,N19,NA,NA,NA,NA,NA,
1700,20210910-36-873,9/10/2021,Carteria,N20,NA,NA,NA,NA,NA,
1701,20210910-36-873,9/10/2021,Chlamydomonas,N1,NA,NA,NA,NA,5,
1702,20210910-36-873,9/10/2021,Chlamydomonas,N2,NA,NA,NA,NA,5,
1703,20210910-36-873,9/10/2021,Chlamydomonas,N3,NA,NA,NA,NA,7.5,
1704,20210910-36-873,9/10/2021,Chlamydomonas,N4,NA,NA,NA,NA,7.5,
1705,20210910-36-873,9/10/2021,Chlamydomonas,N5,NA,NA,NA,NA,5,
1706,20210910-36-873,9/10/2021,Chlamydomonas,N6,NA,NA,NA,NA,5,
1707,20210910-36-873,9/10/2021,Chlamydomonas,N7,NA,NA,NA,NA,5,
1708,20210910-36-873,9/10/2021,Chlamydomonas,N8,NA,NA,NA,NA,5,
1709,20210910-36-873,9/10/2021,Chlamydomonas,N9,NA,NA,NA,NA,5,
1710,20210910-36-873,9/10/2021,Chlamydomonas,N10,NA,NA,NA,NA,5,
1711,20210910-36-873,9/10/2021,Chlamydomonas,N11,NA,NA,NA,NA,5,
1712,20210910-36-873,9/10/2021,Chlamydomonas,N12,NA,NA,NA,NA,7.5,
1713,20210910-36-873,9/10/2021,Chlamydomonas,N13,NA,NA,NA,NA,7.5,
1714,20210910-36-873,9/10/2021,Chlamydomonas,N14,NA,NA,NA,NA,5,
1715,20210910-36-873,9/10/2021,Chlamydomonas,N15,NA,NA,NA,NA,5,
1716,20210910-36-873,9/10/2021,Chlamydomonas,N16,NA,NA,NA,NA,7.5,
1717,20210910-36-873,9/10/2021,Chlamydomonas,N17,NA,NA,NA,NA,7.5,
1718,20210910-36-873,9/10/2021,Chlamydomonas,N18,NA,NA,NA,NA,7.5,
1719,20210910-36-873,9/10/2021,Chlamydomonas,N19,NA,NA,NA,NA,7.5,
1720,20210910-36-873,9/10/2021,Chlamydomonas,N20,NA,NA,NA,NA,5,
1721,20210910-36-873,9/10/2021,Chlorophyte_Filament,N1,NA,NA,NA,NA,NA,
1722,20210910-36-873,9/10/2021,Chlorophyte_Filament,N2,NA,NA,NA,NA,NA,
1723,20210910-36-873,9/10/2021,Chlorophyte_Filament,N3,NA,NA,NA,NA,NA,
1724,20210910-36-873,9/10/2021,Chlorophyte_Filament,N4,NA,NA,NA,NA,NA,
1725,20210910-36-873,9/10/2021,Chlorophyte_Filament,N5,NA,NA,NA,NA,NA,
1726,20210910-36-873,9/10/2021,Chlorophyte_Filament,N6,NA,NA,NA,NA,NA,
1727,20210910-36-873,9/10/2021,Chlorophyte_Filament,N7,NA,NA,NA,NA,NA,
1728,20210910-36-873,9/10/2021,Chlorophyte_Filament,N8,NA,NA,NA,NA,NA,
1729,20210910-36-873,9/10/2021,Chlorophyte_Filament,N9,NA,NA,NA,NA,NA,
1730,20210910-36-873,9/10/2021,Chlorophyte_Filament,N10,NA,NA,NA,NA,NA,
1731,20210910-36-873,9/10/2021,Chlorophyte_Filament,N11,NA,NA,NA,NA,NA,
1732,20210910-36-873,9/10/2021,Chlorophyte_Filament,N12,NA,NA,NA,NA,NA,
1733,20210910-36-873,9/10/2021,Chlorophyte_Filament,N13,NA,NA,NA,NA,NA,
1734,20210910-36-873,9/10/2021,Chlorophyte_Filament,N14,NA,NA,NA,NA,NA,
1735,20210910-36-873,9/10/2021,Chlorophyte_Filament,N15,NA,NA,NA,NA,NA,
1736,20210910-36-873,9/10/2021,Chlorophyte_Filament,N16,NA,NA,NA,NA,NA,
1737,20210910-36-873,9/10/2021,Chlorophyte_Filament,N17,NA,NA,NA,NA,NA,
1738,20210910-36-873,9/10/2021,Chlorophyte_Filament,N18,NA,NA,NA,NA,NA,
1739,20210910-36-873,9/10/2021,Chlorophyte_Filament,N19,NA,NA,NA,NA,NA,
1740,20210910-36-873,9/10/2021,Chlorophyte_Filament,N20,NA,NA,NA,NA,NA,
1741,20210910-36-873,9/10/2021,Coelastrum,N1,NA,NA,NA,NA,NA,
1742,20210910-36-873,9/10/2021,Coelastrum,N2,NA,NA,NA,NA,NA,
1743,20210910-36-873,9/10/2021,Coelastrum,N3,NA,NA,NA,NA,NA,
1744,20210910-36-873,9/10/2021,Coelastrum,N4,NA,NA,NA,NA,NA,
1745,20210910-36-873,9/10/2021,Coelastrum,N5,NA,NA,NA,NA,NA,
1746,20210910-36-873,9/10/2021,Coelastrum,N6,NA,NA,NA,NA,NA,
1747,20210910-36-873,9/10/2021,Coelastrum,N7,NA,NA,NA,NA,NA,
1748,20210910-36-873,9/10/2021,Coelastrum,N8,NA,NA,NA,NA,NA,
1749,20210910-36-873,9/10/2021,Coelastrum,N9,NA,NA,NA,NA,NA,
1750,20210910-36-873,9/10/2021,Coelastrum,N10,NA,NA,NA,NA,NA,
1751,20210910-36-873,9/10/2021,Coelastrum,N11,NA,NA,NA,NA,NA,
1752,20210910-36-873,9/10/2021,Coelastrum,N12,NA,NA,NA,NA,NA,
1753,20210910-36-873,9/10/2021,Coelastrum,N13,NA,NA,NA,NA,NA,
1754,20210910-36-873,9/10/2021,Coelastrum,N14,NA,NA,NA,NA,NA,
1755,20210910-36-873,9/10/2021,Coelastrum,N15,NA,NA,NA,NA,NA,
1756,20210910-36-873,9/10/2021,Coelastrum,N16,NA,NA,NA,NA,NA,
1757,20210910-36-873,9/10/2021,Coelastrum,N17,NA,NA,NA,NA,NA,
1758,20210910-36-873,9/10/2021,Coelastrum,N18,NA,NA,NA,NA,NA,
1759,20210910-36-873,9/10/2021,Coelastrum,N19,NA,NA,NA,NA,NA,
1760,20210910-36-873,9/10/2021,Coelastrum,N20,NA,NA,NA,NA,NA,
1761,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N1,NA,NA,NA,NA,NA,
1762,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N2,NA,NA,NA,NA,NA,
1763,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N3,NA,NA,NA,NA,NA,
1764,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N4,NA,NA,NA,NA,NA,
1765,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N5,NA,NA,NA,NA,NA,
1766,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N6,NA,NA,NA,NA,NA,
1767,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N7,NA,NA,NA,NA,NA,
1768,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N8,NA,NA,NA,NA,NA,
1769,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N9,NA,NA,NA,NA,NA,
1770,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N10,NA,NA,NA,NA,NA,
1771,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N11,NA,NA,NA,NA,NA,
1772,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N12,NA,NA,NA,NA,NA,
1773,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N13,NA,NA,NA,NA,NA,
1774,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N14,NA,NA,NA,NA,NA,
1775,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N15,NA,NA,NA,NA,NA,
1776,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N16,NA,NA,NA,NA,NA,
1777,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N17,NA,NA,NA,NA,NA,
1778,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N18,NA,NA,NA,NA,NA,
1779,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N19,NA,NA,NA,NA,NA,
1780,20210910-36-873,9/10/2021,Col_Chlorophyte_w_sheath,N20,NA,NA,NA,NA,NA,
1781,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N1,NA,NA,NA,NA,5,
1782,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N2,NA,NA,NA,NA,5,
1783,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N3,NA,NA,NA,NA,5,
1784,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N4,NA,NA,NA,NA,5,
1785,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N5,NA,NA,NA,NA,5,
1786,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N6,NA,NA,NA,NA,5,
1787,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N7,NA,NA,NA,NA,5,
1788,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N8,NA,NA,NA,NA,5,
1789,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N9,NA,NA,NA,NA,NA,
1790,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N10,NA,NA,NA,NA,NA,
1791,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N11,NA,NA,NA,NA,NA,
1792,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N12,NA,NA,NA,NA,NA,
1793,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N13,NA,NA,NA,NA,NA,
1794,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N14,NA,NA,NA,NA,NA,
1795,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N15,NA,NA,NA,NA,NA,
1796,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N16,NA,NA,NA,NA,NA,
1797,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N17,NA,NA,NA,NA,NA,
1798,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N18,NA,NA,NA,NA,NA,
1799,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N19,NA,NA,NA,NA,NA,
1800,20210910-36-873,9/10/2021,Col_Chlorophyte_wo_sheath,N20,NA,NA,NA,NA,NA,
1801,20210910-36-873,9/10/2021,Cosmarium,N1,NA,NA,NA,NA,NA,
1802,20210910-36-873,9/10/2021,Cosmarium,N2,NA,NA,NA,NA,NA,
1803,20210910-36-873,9/10/2021,Cosmarium,N3,NA,NA,NA,NA,NA,
1804,20210910-36-873,9/10/2021,Cosmarium,N4,NA,NA,NA,NA,NA,
1805,20210910-36-873,9/10/2021,Cosmarium,N5,NA,NA,NA,NA,NA,
1806,20210910-36-873,9/10/2021,Cosmarium,N6,NA,NA,NA,NA,NA,
1807,20210910-36-873,9/10/2021,Cosmarium,N7,NA,NA,NA,NA,NA,
1808,20210910-36-873,9/10/2021,Cosmarium,N8,NA,NA,NA,NA,NA,
1809,20210910-36-873,9/10/2021,Cosmarium,N9,NA,NA,NA,NA,NA,
1810,20210910-36-873,9/10/2021,Cosmarium,N10,NA,NA,NA,NA,NA,
1811,20210910-36-873,9/10/2021,Cosmarium,N11,NA,NA,NA,NA,NA,
1812,20210910-36-873,9/10/2021,Cosmarium,N12,NA,NA,NA,NA,NA,
1813,20210910-36-873,9/10/2021,Cosmarium,N13,NA,NA,NA,NA,NA,
1814,20210910-36-873,9/10/2021,Cosmarium,N14,NA,NA,NA,NA,NA,
1815,20210910-36-873,9/10/2021,Cosmarium,N15,NA,NA,NA,NA,NA,
1816,20210910-36-873,9/10/2021,Cosmarium,N16,NA,NA,NA,NA,NA,
1817,20210910-36-873,9/10/2021,Cosmarium,N17,NA,NA,NA,NA,NA,
1818,20210910-36-873,9/10/2021,Cosmarium,N18,NA,NA,NA,NA,NA,
1819,20210910-36-873,9/10/2021,Cosmarium,N19,NA,NA,NA,NA,NA,
1820,20210910-36-873,9/10/2021,Cosmarium,N20,NA,NA,NA,NA,NA,
1821,20210910-36-873,9/10/2021,Crucigenia,N1,NA,NA,NA,NA,5,
1822,20210910-36-873,9/10/2021,Crucigenia,N2,NA,NA,NA,NA,5,
1823,20210910-36-873,9/10/2021,Crucigenia,N3,NA,NA,NA,NA,5,
1824,20210910-36-873,9/10/2021,Crucigenia,N4,NA,NA,NA,NA,5,
1825,20210910-36-873,9/10/2021,Crucigenia,N5,NA,NA,NA,NA,NA,
1826,20210910-36-873,9/10/2021,Crucigenia,N6,NA,NA,NA,NA,NA,
1827,20210910-36-873,9/10/2021,Crucigenia,N7,NA,NA,NA,NA,NA,
1828,20210910-36-873,9/10/2021,Crucigenia,N8,NA,NA,NA,NA,NA,
1829,20210910-36-873,9/10/2021,Crucigenia,N9,NA,NA,NA,NA,NA,
1830,20210910-36-873,9/10/2021,Crucigenia,N10,NA,NA,NA,NA,NA,
1831,20210910-36-873,9/10/2021,Crucigenia,N11,NA,NA,NA,NA,NA,
1832,20210910-36-873,9/10/2021,Crucigenia,N12,NA,NA,NA,NA,NA,
1833,20210910-36-873,9/10/2021,Crucigenia,N13,NA,NA,NA,NA,NA,
1834,20210910-36-873,9/10/2021,Crucigenia,N14,NA,NA,NA,NA,NA,
1835,20210910-36-873,9/10/2021,Crucigenia,N15,NA,NA,NA,NA,NA,
1836,20210910-36-873,9/10/2021,Crucigenia,N16,NA,NA,NA,NA,NA,
1837,20210910-36-873,9/10/2021,Crucigenia,N17,NA,NA,NA,NA,NA,
1838,20210910-36-873,9/10/2021,Crucigenia,N18,NA,NA,NA,NA,NA,
1839,20210910-36-873,9/10/2021,Crucigenia,N19,NA,NA,NA,NA,NA,
1840,20210910-36-873,9/10/2021,Crucigenia,N20,NA,NA,NA,NA,NA,
1841,20210910-36-873,9/10/2021,Eudorina,N1,NA,NA,NA,NA,NA,
1842,20210910-36-873,9/10/2021,Eudorina,N2,NA,NA,NA,NA,NA,
1843,20210910-36-873,9/10/2021,Eudorina,N3,NA,NA,NA,NA,NA,
1844,20210910-36-873,9/10/2021,Eudorina,N4,NA,NA,NA,NA,NA,
1845,20210910-36-873,9/10/2021,Eudorina,N5,NA,NA,NA,NA,NA,
1846,20210910-36-873,9/10/2021,Eudorina,N6,NA,NA,NA,NA,NA,
1847,20210910-36-873,9/10/2021,Eudorina,N7,NA,NA,NA,NA,NA,
1848,20210910-36-873,9/10/2021,Eudorina,N8,NA,NA,NA,NA,NA,
1849,20210910-36-873,9/10/2021,Eudorina,N9,NA,NA,NA,NA,NA,
1850,20210910-36-873,9/10/2021,Eudorina,N10,NA,NA,NA,NA,NA,
1851,20210910-36-873,9/10/2021,Eudorina,N11,NA,NA,NA,NA,NA,
1852,20210910-36-873,9/10/2021,Eudorina,N12,NA,NA,NA,NA,NA,
1853,20210910-36-873,9/10/2021,Eudorina,N13,NA,NA,NA,NA,NA,
1854,20210910-36-873,9/10/2021,Eudorina,N14,NA,NA,NA,NA,NA,
1855,20210910-36-873,9/10/2021,Eudorina,N15,NA,NA,NA,NA,NA,
1856,20210910-36-873,9/10/2021,Eudorina,N16,NA,NA,NA,NA,NA,
1857,20210910-36-873,9/10/2021,Eudorina,N17,NA,NA,NA,NA,NA,
1858,20210910-36-873,9/10/2021,Eudorina,N18,NA,NA,NA,NA,NA,
1859,20210910-36-873,9/10/2021,Eudorina,N19,NA,NA,NA,NA,NA,
1860,20210910-36-873,9/10/2021,Eudorina,N20,NA,NA,NA,NA,NA,
1861,20210910-36-873,9/10/2021,Micractinium,N1,NA,NA,NA,NA,NA,
1862,20210910-36-873,9/10/2021,Micractinium,N2,NA,NA,NA,NA,NA,
1863,20210910-36-873,9/10/2021,Micractinium,N3,NA,NA,NA,NA,NA,
1864,20210910-36-873,9/10/2021,Micractinium,N4,NA,NA,NA,NA,NA,
1865,20210910-36-873,9/10/2021,Micractinium,N5,NA,NA,NA,NA,NA,
1866,20210910-36-873,9/10/2021,Micractinium,N6,NA,NA,NA,NA,NA,
1867,20210910-36-873,9/10/2021,Micractinium,N7,NA,NA,NA,NA,NA,
1868,20210910-36-873,9/10/2021,Micractinium,N8,NA,NA,NA,NA,NA,
1869,20210910-36-873,9/10/2021,Micractinium,N9,NA,NA,NA,NA,NA,
1870,20210910-36-873,9/10/2021,Micractinium,N10,NA,NA,NA,NA,NA,
1871,20210910-36-873,9/10/2021,Micractinium,N11,NA,NA,NA,NA,NA,
1872,20210910-36-873,9/10/2021,Micractinium,N12,NA,NA,NA,NA,NA,
1873,20210910-36-873,9/10/2021,Micractinium,N13,NA,NA,NA,NA,NA,
1874,20210910-36-873,9/10/2021,Micractinium,N14,NA,NA,NA,NA,NA,
1875,20210910-36-873,9/10/2021,Micractinium,N15,NA,NA,NA,NA,NA,
1876,20210910-36-873,9/10/2021,Micractinium,N16,NA,NA,NA,NA,NA,
1877,20210910-36-873,9/10/2021,Micractinium,N17,NA,NA,NA,NA,NA,
1878,20210910-36-873,9/10/2021,Micractinium,N18,NA,NA,NA,NA,NA,
1879,20210910-36-873,9/10/2021,Micractinium,N19,NA,NA,NA,NA,NA,
1880,20210910-36-873,9/10/2021,Micractinium,N20,NA,NA,NA,NA,NA,
1881,20210910-36-873,9/10/2021,Oocystis,N1,NA,NA,NA,NA,NA,
1882,20210910-36-873,9/10/2021,Oocystis,N2,NA,NA,NA,NA,NA,
1883,20210910-36-873,9/10/2021,Oocystis,N3,NA,NA,NA,NA,NA,
1884,20210910-36-873,9/10/2021,Oocystis,N4,NA,NA,NA,NA,NA,
1885,20210910-36-873,9/10/2021,Oocystis,N5,NA,NA,NA,NA,NA,
1886,20210910-36-873,9/10/2021,Oocystis,N6,NA,NA,NA,NA,NA,
1887,20210910-36-873,9/10/2021,Oocystis,N7,NA,NA,NA,NA,NA,
1888,20210910-36-873,9/10/2021,Oocystis,N8,NA,NA,NA,NA,NA,
1889,20210910-36-873,9/10/2021,Oocystis,N9,NA,NA,NA,NA,NA,
1890,20210910-36-873,9/10/2021,Oocystis,N10,NA,NA,NA,NA,NA,
1891,20210910-36-873,9/10/2021,Oocystis,N11,NA,NA,NA,NA,NA,
1892,20210910-36-873,9/10/2021,Oocystis,N12,NA,NA,NA,NA,NA,
1893,20210910-36-873,9/10/2021,Oocystis,N13,NA,NA,NA,NA,NA,
1894,20210910-36-873,9/10/2021,Oocystis,N14,NA,NA,NA,NA,NA,
1895,20210910-36-873,9/10/2021,Oocystis,N15,NA,NA,NA,NA,NA,
1896,20210910-36-873,9/10/2021,Oocystis,N16,NA,NA,NA,NA,NA,
1897,20210910-36-873,9/10/2021,Oocystis,N17,NA,NA,NA,NA,NA,
1898,20210910-36-873,9/10/2021,Oocystis,N18,NA,NA,NA,NA,NA,
1899,20210910-36-873,9/10/2021,Oocystis,N19,NA,NA,NA,NA,NA,
1900,20210910-36-873,9/10/2021,Oocystis,N20,NA,NA,NA,NA,NA,
1901,20210910-36-873,9/10/2021,Pediastrum,N1,NA,NA,NA,NA,NA,
1902,20210910-36-873,9/10/2021,Pediastrum,N2,NA,NA,NA,NA,NA,
1903,20210910-36-873,9/10/2021,Pediastrum,N3,NA,NA,NA,NA,NA,
1904,20210910-36-873,9/10/2021,Pediastrum,N4,NA,NA,NA,NA,NA,
1905,20210910-36-873,9/10/2021,Pediastrum,N5,NA,NA,NA,NA,NA,
1906,20210910-36-873,9/10/2021,Pediastrum,N6,NA,NA,NA,NA,NA,
1907,20210910-36-873,9/10/2021,Pediastrum,N7,NA,NA,NA,NA,NA,
1908,20210910-36-873,9/10/2021,Pediastrum,N8,NA,NA,NA,NA,NA,
1909,20210910-36-873,9/10/2021,Pediastrum,N9,NA,NA,NA,NA,NA,
1910,20210910-36-873,9/10/2021,Pediastrum,N10,NA,NA,NA,NA,NA,
1911,20210910-36-873,9/10/2021,Pediastrum,N11,NA,NA,NA,NA,NA,
1912,20210910-36-873,9/10/2021,Pediastrum,N12,NA,NA,NA,NA,NA,
1913,20210910-36-873,9/10/2021,Pediastrum,N13,NA,NA,NA,NA,NA,
1914,20210910-36-873,9/10/2021,Pediastrum,N14,NA,NA,NA,NA,NA,
1915,20210910-36-873,9/10/2021,Pediastrum,N15,NA,NA,NA,NA,NA,
1916,20210910-36-873,9/10/2021,Pediastrum,N16,NA,NA,NA,NA,NA,
1917,20210910-36-873,9/10/2021,Pediastrum,N17,NA,NA,NA,NA,NA,
1918,20210910-36-873,9/10/2021,Pediastrum,N18,NA,NA,NA,NA,NA,
1919,20210910-36-873,9/10/2021,Pediastrum,N19,NA,NA,NA,NA,NA,
1920,20210910-36-873,9/10/2021,Pediastrum,N20,NA,NA,NA,NA,NA,
1921,20210910-36-873,9/10/2021,Scenedesmus,N1,5,2.5,NA,NA,NA,
1922,20210910-36-873,9/10/2021,Scenedesmus,N2,5,2.5,NA,NA,NA,
1923,20210910-36-873,9/10/2021,Scenedesmus,N3,5,2.5,NA,NA,NA,
1924,20210910-36-873,9/10/2021,Scenedesmus,N4,5,2.5,NA,NA,NA,
1925,20210910-36-873,9/10/2021,Scenedesmus,N5,5,2.5,NA,NA,NA,
1926,20210910-36-873,9/10/2021,Scenedesmus,N6,5,2.5,NA,NA,NA,
1927,20210910-36-873,9/10/2021,Scenedesmus,N7,NA,NA,NA,NA,NA,
1928,20210910-36-873,9/10/2021,Scenedesmus,N8,NA,NA,NA,NA,NA,
1929,20210910-36-873,9/10/2021,Scenedesmus,N9,NA,NA,NA,NA,NA,
1930,20210910-36-873,9/10/2021,Scenedesmus,N10,NA,NA,NA,NA,NA,
1931,20210910-36-873,9/10/2021,Scenedesmus,N11,NA,NA,NA,NA,NA,
1932,20210910-36-873,9/10/2021,Scenedesmus,N12,NA,NA,NA,NA,NA,
1933,20210910-36-873,9/10/2021,Scenedesmus,N13,NA,NA,NA,NA,NA,
1934,20210910-36-873,9/10/2021,Scenedesmus,N14,NA,NA,NA,NA,NA,
1935,20210910-36-873,9/10/2021,Scenedesmus,N15,NA,NA,NA,NA,NA,
1936,20210910-36-873,9/10/2021,Scenedesmus,N16,NA,NA,NA,NA,NA,
1937,20210910-36-873,9/10/2021,Scenedesmus,N17,NA,NA,NA,NA,NA,
1938,20210910-36-873,9/10/2021,Scenedesmus,N18,NA,NA,NA,NA,NA,
1939,20210910-36-873,9/10/2021,Scenedesmus,N19,NA,NA,NA,NA,NA,
1940,20210910-36-873,9/10/2021,Scenedesmus,N20,NA,NA,NA,NA,NA,
1941,20210910-36-873,9/10/2021,Schroederia,N1,NA,NA,NA,NA,NA,
1942,20210910-36-873,9/10/2021,Schroederia,N2,NA,NA,NA,NA,NA,
1943,20210910-36-873,9/10/2021,Schroederia,N3,NA,NA,NA,NA,NA,
1944,20210910-36-873,9/10/2021,Schroederia,N4,NA,NA,NA,NA,NA,
1945,20210910-36-873,9/10/2021,Schroederia,N5,NA,NA,NA,NA,NA,
1946,20210910-36-873,9/10/2021,Schroederia,N6,NA,NA,NA,NA,NA,
1947,20210910-36-873,9/10/2021,Schroederia,N7,NA,NA,NA,NA,NA,
1948,20210910-36-873,9/10/2021,Schroederia,N8,NA,NA,NA,NA,NA,
1949,20210910-36-873,9/10/2021,Schroederia,N9,NA,NA,NA,NA,NA,
1950,20210910-36-873,9/10/2021,Schroederia,N10,NA,NA,NA,NA,NA,
1951,20210910-36-873,9/10/2021,Schroederia,N11,NA,NA,NA,NA,NA,
1952,20210910-36-873,9/10/2021,Schroederia,N12,NA,NA,NA,NA,NA,
1953,20210910-36-873,9/10/2021,Schroederia,N13,NA,NA,NA,NA,NA,
1954,20210910-36-873,9/10/2021,Schroederia,N14,NA,NA,NA,NA,NA,
1955,20210910-36-873,9/10/2021,Schroederia,N15,NA,NA,NA,NA,NA,
1956,20210910-36-873,9/10/2021,Schroederia,N16,NA,NA,NA,NA,NA,
1957,20210910-36-873,9/10/2021,Schroederia,N17,NA,NA,NA,NA,NA,
1958,20210910-36-873,9/10/2021,Schroederia,N18,NA,NA,NA,NA,NA,
1959,20210910-36-873,9/10/2021,Schroederia,N19,NA,NA,NA,NA,NA,
